S_CTUID,NAABORI100,NAOTHER100,BRTISLE100,FRNH100,WESTEUR100,NORTEUR100,EASTEUR100,SOUTEUR100,CARIB100,LCSA100,CWAFRI100,NORTAFR100,SEAFR100,WAME100,SOUTASI100,SEASIA100,OCEANIC100
5350504,1890,29506,49855,8430,14971,2035,13372,18169,3198,3488,0,581,0,2616,5669,7703,0
5350505.01,1728,20302,45572,8639,15443,3132,18035,23434,1080,648,0,1512,0,3888,5940,11015,432
5350505.02,694,17188,34201,6163,9809,3212,16406,24913,1128,2083,0,781,434,3993,10938,12326,260
5350506,552,22836,49171,8471,15654,2210,14180,19153,921,2026,0,0,0,3867,8287,8840,1105
5350507,1867,16267,38533,8400,12533,3333,21200,25733,933,1333,0,800,933,1600,7867,7867,667
5350508,2240,17120,29760,3520,7520,2400,18400,33920,2240,2720,0,320,0,4000,5600,6560,0
5350509.01,1275,18627,30980,6667,6569,1275,18725,32255,2157,2157,392,882,1078,1667,4216,10980,0
5350509.02,2755,15721,40032,6483,9887,1135,23663,20097,2593,1945,0,324,0,1297,6321,9400,324
5350510,1537,19711,33816,4521,11212,2080,20253,35533,2260,2712,0,0,452,2080,3436,4340,181
5350511.01,731,10065,15260,3571,3815,487,9010,13149,7468,3084,2354,3084,1948,16315,18506,13474,0
5350511.02,1756,19938,24483,4959,6612,1446,17872,26136,7335,2686,517,517,1240,2583,7335,9504,0
5350512,1069,8459,13535,2315,4987,178,12556,24399,4809,3562,1247,712,1603,9617,14426,16919,0
5350513.01,1149,12428,21336,4167,7687,1509,19971,23420,3161,3592,575,503,359,3664,9770,17457,0
5350513.02,1033,8658,10087,2303,3415,159,19698,23193,4369,3654,1191,1033,477,5878,18983,14218,238
5350513.03,1127,9501,11594,4348,4026,0,11755,19163,4026,2254,966,2254,322,9823,26087,19163,0
5350513.04,663,9416,16048,3979,6764,928,18170,35676,1326,3846,0,531,663,5172,11936,11008,0
5350514.01,0,9808,24733,3625,6610,2345,13006,15565,2132,1066,0,1279,0,9168,18124,18337,0
5350514.02,520,12912,15165,2773,5806,347,9532,9445,5026,2080,2166,1473,4593,12392,30069,10312,0
5350515.01,2472,19663,46629,8090,10337,1348,16742,16517,3708,3034,562,787,674,3820,6292,8315,0
5350515.02,2212,17257,36136,6195,11357,1475,15782,21829,4425,3097,0,885,295,3982,11504,13717,0
5350516.01,2479,20018,33242,7346,9091,1194,15243,17172,4775,3214,184,1194,184,4591,12305,14692,275
5350516.02,1778,17050,34728,8054,11925,2615,14226,19456,7218,5335,418,1464,1255,5021,15272,10146,209
5350516.03,3412,19423,35083,8399,9011,875,11986,15486,4637,7087,1137,2712,0,3412,13473,8399,0
5350516.04,1441,15532,28983,4323,8327,1441,10008,9127,6805,4083,1922,3443,961,6245,21857,10889,160
5350516.05,2029,22240,32386,5357,10065,1136,18344,16071,5925,5601,568,1218,325,3734,11445,9578,0
5350516.06,1103,18743,31312,5843,9151,1654,13892,13010,7828,4851,882,992,2205,2867,11025,10584,441
5350516.08,2431,17435,28164,4526,7376,671,15926,12070,6538,3353,1928,1844,2515,5951,11400,14250,168
5350516.09,929,16571,25071,5786,8000,1214,17214,15786,6929,6857,214,571,1500,5071,10143,13500,143
5350516.11,882,17310,31863,5402,9813,2205,13782,17530,2646,1433,0,1544,882,7828,9702,17089,441
5350516.16,1365,13938,35575,6725,11501,2729,15692,11696,3509,2729,585,975,1462,3119,12086,15789,0
5350516.17,287,17960,24282,3592,6609,1580,16092,13649,8046,1293,1149,287,2730,7615,11494,13937,0
5350516.18,1681,22269,40336,6443,12325,3081,17787,14006,1681,2521,420,2101,2101,3641,4062,15406,280
5350516.2,640,14400,24640,5120,7600,960,10560,17920,4560,3360,400,2160,320,4720,21440,13520,0
5350516.21,1525,13729,26271,5593,13220,847,14746,19661,4068,2373,2712,2373,1695,8983,18983,9661,0
5350516.22,1221,11710,19684,4095,7256,790,8405,22270,4813,5244,1006,1724,647,8333,22126,14943,144
5350516.23,535,15700,22837,4550,6690,714,11329,14987,7404,2944,1160,2141,446,4014,25691,15165,178
5350516.24,501,16646,26658,5257,8010,751,15645,22403,5757,4130,250,1252,501,5257,12015,15519,250
5350516.25,1519,10506,25443,4557,7342,1519,14177,18861,8861,4051,759,506,380,5949,22785,12532,253
5350516.26,592,10733,15100,4515,5922,740,9474,15914,9326,3479,1036,1258,1628,7624,20799,19689,0
5350516.28,511,10327,16769,5010,4806,2147,9611,12474,2863,1125,511,3783,511,7464,21063,30061,0
5350516.29,1672,10449,17659,4911,4807,1045,7837,12330,7001,2090,940,2403,1463,6270,25392,22466,0
5350516.3,586,7119,9883,2429,4690,754,5946,14070,1256,2261,0,5528,921,7370,28141,29481,0
5350516.31,548,8592,16271,1097,5302,2194,11335,20658,4205,2011,731,3108,0,6216,15539,27605,0
5350516.32,1017,11801,17803,4781,5900,1526,10173,17599,5799,7223,509,4171,610,7223,23703,14344,0
5350516.37,669,9874,11632,3096,2594,669,5523,17238,4686,3180,753,2678,502,7950,23515,25272,0
5350516.38,307,8756,7988,2688,1920,384,4839,10676,7527,3917,1152,3840,614,9677,37865,19508,0
5350516.39,0,6495,7545,1146,2483,573,5826,16714,11270,2961,1910,2674,573,7736,35817,15568,0
5350516.4,470,11511,16523,2741,4150,1644,9162,17071,9632,4933,1096,2271,1410,5403,26938,16523,548
5350516.41,610,4621,6888,1656,2092,174,4098,9590,5405,1918,1046,3923,523,15344,39058,19093,0
5350516.42,116,6845,5742,1450,1334,290,6439,8817,4756,3190,638,3944,1276,12761,35383,20708,116
5350516.43,571,12443,15982,3082,4452,685,5479,12785,2854,2968,457,3196,685,7420,23402,30023,0
5350516.44,492,6890,12205,2854,2854,492,6004,10039,3445,2264,197,2264,1280,6299,29232,30610,0
5350516.46,525,3871,4199,722,2034,197,4921,8333,2887,2034,591,10433,525,13451,38320,19948,131
5350516.47,292,5653,6238,1365,2632,292,6140,11014,5848,1072,1365,5068,1559,13255,32066,23782,195
5350516.48,457,5335,4726,1296,1601,229,2439,4421,2363,1372,915,7546,1372,15244,41540,20655,229
5350516.49,0,5240,6012,1158,1820,110,4744,8439,5130,2978,1986,7557,827,14617,31881,21622,0
5350517,1183,11538,27219,6509,9467,592,28107,13609,3254,1479,592,1183,0,8284,7988,18343,0
5350518,994,8571,17640,4845,6460,621,11677,16770,7702,3602,1118,994,497,3230,18758,21615,0
5350519,2003,10013,16155,2403,5741,534,11348,19893,5340,2403,0,534,0,5340,17891,21095,534
5350520.01,174,9375,9722,1910,3559,347,7726,15885,7639,3559,347,1302,434,5122,28559,25434,0
5350520.02,212,3176,4446,1059,2399,0,9951,16867,3317,2541,1482,1482,706,11291,20536,32604,0
5350520.05,810,7827,11336,2834,1754,0,11471,19703,8097,4049,2429,810,0,8097,22537,19433,270
5350520.07,487,5068,5263,1267,2632,487,6140,7115,4288,3119,1365,1657,195,15595,44932,12378,0
5350520.08,1111,6190,6984,635,2937,476,16825,16032,5159,2857,1032,1349,1190,6349,21746,25794,0
5350520.09,772,5337,7022,1966,2739,772,6531,12570,4916,4143,983,2317,702,18118,26264,21980,140
5350520.1,466,5435,6677,1242,2277,311,6159,11594,3571,3830,1035,5176,983,16977,30021,19876,0
5350521.01,440,5458,10211,2993,3521,352,9067,14877,4049,6690,528,3873,1496,17077,28169,11796,0
5350521.02,1190,9524,16815,2381,7738,595,23363,24851,5952,5506,298,1190,298,1488,12649,13690,0
5350521.03,410,7795,10769,2872,2667,205,10051,12000,5641,6872,1333,1744,1128,5641,28103,23179,513
5350521.04,1379,12184,14253,3908,4828,843,24598,19540,5747,4521,307,230,996,7280,8966,18161,0
5350521.05,928,8701,13805,3016,3364,928,22506,15661,5568,4756,464,232,464,4640,15313,19838,0
5350521.06,628,7810,12926,3052,4847,359,11670,12029,6373,7989,987,3411,269,14452,21813,13106,0
5350522,833,10417,17167,2083,5583,583,21250,27917,3917,2000,833,667,917,3250,5167,18500,0
5350523,1379,12247,21006,4217,8273,1541,22790,22628,4947,4623,1054,406,1622,3731,7705,12976,0
5350524.01,1609,11588,15236,2039,5901,536,22639,13841,6652,4506,536,0,215,4399,7403,24678,215
5350524.02,698,11173,19553,1816,7682,698,25419,17598,4050,4190,698,1536,279,5447,11592,11592,0
5350525.01,1210,9380,14523,4387,2572,1059,13011,20575,4387,3480,2874,303,1362,4690,16188,18759,303
5350525.02,2054,11135,14703,2919,5081,1297,21946,24108,3135,2703,865,1297,1081,1838,16432,11459,216
5350526.01,498,12791,12375,3571,3405,914,18189,12375,6478,3987,1163,166,0,4651,20515,19684,0
5350526.02,1149,7615,15805,4023,5603,431,13506,20259,4454,4454,0,575,1149,6897,20977,15517,0
5350527.01,666,6372,7941,2330,2996,476,6990,14170,4517,3186,1141,2758,476,11270,26296,26391,285
5350527.02,0,8661,12085,2417,2719,403,24673,31823,1611,2216,201,1208,201,3625,12185,12387,403
5350527.03,466,5536,7809,1224,3322,350,10897,21212,4138,4312,1107,2855,291,11830,24126,17424,0
5350527.04,1708,12041,20325,4697,8967,1452,27754,29974,4526,2562,427,427,769,2647,7259,10248,0
5350527.05,633,5520,11041,1900,3529,362,21448,36471,3077,1900,814,1086,1538,4615,9593,14027,181
5350527.06,533,6791,7856,2397,3329,266,30493,22503,4794,2663,799,266,533,3196,13981,17710,0
5350527.07,1835,8869,11519,2854,4893,612,17635,30785,8053,6830,1733,1019,815,4383,10601,14985,0
5350527.08,862,11207,10714,3079,2586,493,7635,20813,9729,2217,739,1232,2094,5049,16010,28202,0
5350527.09,0,10085,14915,2131,3267,568,10938,17045,5966,4972,994,1136,2131,5540,12216,33097,0
5350528.01,792,7300,10026,1407,3430,528,6508,17854,5101,2551,1319,3694,2463,6332,21108,26913,0
5350528.02,0,4465,4202,1051,1445,263,3217,14839,5647,3152,657,6632,1838,7748,32502,25476,0
5350528.1,508,7501,7276,1579,2538,0,6148,15454,4569,4399,620,959,1748,7163,34405,22391,282
5350528.11,185,5268,6654,1201,2403,462,5268,13678,5730,3789,1017,2865,277,16081,29760,16543,185
5350528.12,348,4874,6179,2263,2350,261,4178,15579,4439,2872,870,2872,522,6440,39252,22367,0
5350528.13,1935,10484,15000,4032,3710,1613,10323,20806,3871,1613,0,6452,0,7097,24032,17097,0
5350528.15,636,4979,5720,636,1589,0,4979,17691,4555,2542,0,7733,424,6144,23305,33369,0
5350528.16,289,4139,6256,674,2599,192,2599,12512,6545,1444,577,1251,1347,6930,41867,24350,192
5350528.18,366,9224,9078,1903,1977,293,7467,15520,7174,2635,146,952,732,6808,29209,24890,0
5350528.19,0,5322,4949,1214,1774,187,4762,14099,5509,2148,1120,1401,840,7376,31746,29785,187
5350528.2,776,8103,11034,2500,2931,0,2500,12845,7155,2155,1207,345,1034,2500,52759,9397,0
5350528.21,357,7848,8205,2140,951,238,2973,9512,11534,4637,2378,238,713,2140,51605,13199,0
5350528.22,153,6121,6427,536,1301,153,842,6274,8034,2372,765,0,842,1530,68936,5356,0
5350528.24,573,7163,6877,1719,1719,0,5062,15950,7736,1624,0,1337,0,7450,36485,23400,191
5350528.25,267,6943,8211,1335,2470,134,7276,15087,4606,3538,1669,868,401,10147,31242,26235,134
5350528.26,743,5112,5576,929,1859,651,4833,19145,8643,4461,1394,2045,1394,6413,27974,24721,0
5350528.31,246,5501,7471,1149,8539,164,1560,9770,10755,3530,1560,164,164,903,55993,7225,0
5350528.32,481,4693,4693,842,2768,481,4452,17569,3610,1685,1805,1805,1564,4934,32852,25632,481
5350528.33,388,7137,13654,2405,3879,698,7060,19162,5974,1784,155,2172,853,6129,33437,17067,0
5350528.34,922,6287,8131,2263,3018,922,8969,19866,3437,4946,838,1341,587,4694,26488,27578,0
5350528.35,829,5473,9453,829,2488,0,10448,23715,2156,1327,1327,1990,995,9453,30846,16584,0
5350528.36,0,2801,2010,183,305,122,426,3410,4141,2253,548,0,365,853,82948,2862,0
5350528.37,410,5741,7557,2109,1992,469,5038,10310,6971,2343,1757,1465,351,3046,55243,11248,0
5350528.39,571,11929,15571,3286,5286,714,7929,18429,5643,6000,714,1214,286,7429,27214,16929,0
5350528.4,1695,10331,12672,3632,4197,565,5811,22760,6215,5246,1130,1856,807,3874,32042,19370,0
5350528.41,322,5792,4762,1158,1737,129,2960,9395,7143,3346,1158,901,1737,4569,49550,17246,0
5350528.42,371,3707,3244,834,1390,185,2224,8341,4078,3336,185,2502,463,7414,47451,25023,0
5350528.43,303,5247,4844,1312,1615,0,4137,8678,3935,2725,202,1715,1312,9586,37639,30575,0
5350528.44,0,12329,11187,1598,1826,457,11416,27397,6393,2511,0,2055,0,6164,19635,14840,457
5350528.45,980,4545,7130,1515,2406,0,7576,11765,11141,2050,2317,1604,2050,7308,22995,27451,178
5350528.46,140,4902,2871,1471,1261,0,3431,8894,5112,3361,1190,2241,1261,8894,44678,22689,0
5350528.47,190,8365,5513,1236,2376,0,6369,14259,5894,2947,475,4087,1426,7034,31844,22529,0
5350528.48,126,4088,2767,566,1006,314,1761,6101,5094,1572,1572,2075,440,6478,60566,15409,126
5350528.49,434,9229,16504,2932,2280,1629,6949,18350,5755,2172,0,977,760,3583,37676,16395,217
5350529.01,874,9363,10737,1498,2122,250,2747,9488,9488,5368,1498,0,999,1498,56679,3995,624
5350529.02,887,8869,8869,887,2661,0,1441,8758,12306,2772,1220,443,222,222,59202,4102,0
5350530.01,849,10283,8019,2642,1509,0,2264,10189,23396,4717,3585,283,1321,3019,42264,3208,0
5350530.02,976,8618,7154,2276,1789,0,2439,9431,16260,6179,1138,0,1463,976,53984,1301,0
5350531.01,1199,9113,7794,1199,2038,0,1319,9353,18585,7194,2278,0,0,360,44724,5276,240
5350531.02,528,7460,5426,1281,1356,0,1959,14544,16880,4446,2110,301,2336,1432,48003,6029,0
5350532.01,931,6170,5588,349,698,0,698,12224,16182,4075,233,0,582,1164,61350,931,349
5350532.02,640,7364,5229,2134,1708,213,320,11313,14194,5870,1387,427,961,1814,54002,4269,320
5350540.01,2270,19814,45408,9391,11455,2270,23633,16615,3302,2993,619,2064,516,2477,2580,5676,0
5350540.02,2300,23091,46734,8464,13339,2668,17019,14903,2392,2668,184,644,552,2576,5796,6532,644
5350550.01,2743,19304,41245,9916,12025,1688,12869,20464,2954,6013,316,1160,422,3692,6329,12975,316
5350550.02,1142,14180,30914,5040,7594,941,11559,22715,4032,3562,1747,1882,538,4637,11089,13038,538
5350560,1773,19984,25544,5479,8380,806,7010,12006,10878,6608,3787,0,1048,1048,20790,9589,0
5350561,1684,14515,27506,4010,6576,722,6335,12269,14114,5213,1443,0,1043,1123,24699,9142,0
5350562.02,1695,16179,25578,5239,6086,1156,5470,18490,8937,5932,539,308,385,2003,25347,10015,154
5350562.03,2207,24473,28084,9729,5918,401,5316,16148,12738,7623,2207,0,1805,2307,18455,5316,201
5350562.04,2864,16724,27950,5613,6071,1489,5040,15006,13860,7904,1833,344,1031,1833,22680,6987,344
5350562.05,1235,14286,28131,4497,5820,1058,4321,12875,9965,5996,2646,1235,617,3439,18959,13404,176
5350562.06,963,14607,22151,6902,7705,963,5618,23114,7705,7223,642,321,1605,3371,25522,8507,0
5350562.07,4323,18885,27873,6030,4209,2048,6371,14334,8077,8760,1706,228,455,1024,26621,6371,0
5350562.08,4540,26608,34805,8323,7945,378,7440,8827,10593,6557,1135,0,1513,3657,13745,7440,378
5350562.09,2117,16438,27148,6476,7347,1868,7223,14570,10087,8966,996,249,1494,2242,14695,10087,0
5350562.11,1664,21797,34775,4825,10316,1331,4326,19301,8652,6822,499,0,666,1331,10150,16805,0
5350562.12,928,10992,14918,2427,4069,214,3212,8066,16488,3997,8565,999,857,6353,29550,5853,0
5350562.13,0,19231,20513,3419,5983,0,5983,7265,12393,6410,855,0,855,1282,19231,22222,0
5350562.14,2057,14781,24293,3470,4242,257,4499,15167,9254,3213,1928,0,386,1928,36247,7455,0
5350562.15,1862,13697,19282,2660,3723,798,2394,9574,15824,4122,1330,1197,1064,5053,39362,9840,665
5350563.01,526,10827,7669,1654,2331,451,1729,5639,17293,4436,3835,301,376,5489,46767,5865,150
5350563.02,3040,21280,33600,7040,7200,1440,6400,13120,9600,8320,4640,640,320,2720,20320,8000,0
5350564.01,3158,18316,31579,5474,7368,632,8000,14316,6737,8632,421,421,0,2105,20000,10316,0
5350564.02,1672,12435,17346,3553,2717,313,3344,9718,14211,9300,2717,731,522,3344,26855,12853,0
5350570.01,5564,16229,19011,4173,5255,1082,5410,11747,18238,5719,6337,618,1855,2782,18393,7110,0
5350570.02,1690,24085,46056,7606,18169,2676,12113,24085,1831,2113,423,986,563,2394,5211,4789,0
5350571.01,2930,19363,20892,5350,8280,2038,2548,18471,25223,4968,2930,892,637,1401,15541,5096,382
5350571.02,3405,27364,41488,6936,10214,1261,9079,17781,3405,2522,0,252,0,2900,7440,7188,252
5350572.01,2591,21540,36491,6440,12139,1776,7106,15766,11103,4145,1480,296,444,962,14434,2961,0
5350572.04,2419,17903,22742,5806,5161,806,6935,9194,11129,1935,806,0,0,2419,30645,8871,0
5350572.05,846,12098,17766,3299,5838,677,4399,12267,11844,2961,2115,761,423,4146,37986,7953,169
5350572.07,652,9783,15000,2174,3587,217,3478,8370,9239,4130,1196,217,217,2826,49022,6848,217
5350572.08,642,6049,6141,1192,917,0,1650,6691,11732,2841,1833,0,642,2566,60953,7699,183
5350572.09,973,8324,11243,3027,3892,216,3676,13838,12216,5081,1622,432,0,2054,39459,11243,0
5350572.1,403,6980,8456,940,1477,0,2282,12752,13289,5101,2013,1745,1074,1879,48993,10738,268
5350573.03,1449,18357,21578,2738,6280,725,5395,18116,14412,7488,1047,1127,1127,2576,19807,8615,0
5350573.05,2151,18280,23118,2778,8154,358,6004,28763,8513,2599,1344,538,1075,1165,21147,4749,0
5350573.06,1772,14175,17165,2658,6312,332,4651,19601,20709,7973,2215,221,221,2215,19380,11628,443
5350573.07,2065,19880,29174,5852,8520,947,5594,16954,18589,4991,3012,0,1033,2238,12995,5938,172
5350573.09,1239,11478,12717,2312,3551,0,4624,12304,20314,4211,2808,165,1073,1486,36664,7680,248
5350573.1,768,13518,15361,2304,3994,307,5069,12135,16129,4762,1229,461,614,2304,38095,11828,0
5350573.11,598,9661,8068,1793,697,0,2390,11056,19622,7570,1096,199,598,2590,46414,5279,199
5350574,3211,21378,43853,7048,10807,1410,9240,18481,7909,3994,1958,157,1488,1879,7674,6891,235
5350575.01,3647,19678,20696,4411,5004,424,4071,19593,19763,5089,594,594,170,1612,19423,5428,339
5350575.02,2851,20697,28089,5069,8237,1584,5491,16051,9715,5280,2112,0,845,2006,15312,8976,0
5350575.03,2535,18121,20507,3281,5593,671,4176,13945,16629,4325,1939,298,373,2834,25578,6935,298
5350575.04,2128,24468,27578,4419,7283,1473,6874,16121,13093,6219,327,409,409,1064,10147,12848,0
5350575.05,2092,14646,21934,4762,5123,794,5483,13636,16595,6277,2237,1082,1082,1876,24603,8153,144
5350575.07,0,5508,4406,490,2570,245,2081,7834,10771,4284,2326,367,1346,1469,58384,13341,0
5350575.08,2342,15766,15586,3423,4865,631,5315,10360,14324,4414,1622,541,631,2342,33514,10000,180
5350576.04,1906,20964,38901,8632,12780,2018,8296,16480,6726,3812,336,673,1121,1682,12108,7287,0
5350576.05,733,16264,18901,3516,4689,586,3150,10403,13480,5788,366,0,147,2344,35824,10549,0
5350576.06,1866,16517,26745,4907,7326,1037,6496,13683,13891,4147,2833,0,484,1313,26399,7602,0
5350576.07,1292,18299,19376,3122,6997,1615,4413,18084,13025,6243,0,646,969,1507,27341,7212,0
5350576.09,1771,22207,47684,6676,12807,3134,11308,17984,5041,3542,817,0,272,1907,10354,5313,272
5350576.1,243,8708,9235,1661,2309,243,1985,7574,9437,3807,1539,1053,486,4374,54111,7007,81
5350576.16,541,9435,7734,696,2862,155,2552,7734,11214,5027,1933,155,0,2475,56690,8817,387
5350576.17,517,8641,6499,1773,1551,295,1699,9527,12999,3619,1994,369,591,1846,56795,4653,0
5350576.2,526,7733,3228,751,976,225,1051,4580,11036,3003,2553,0,601,1577,65616,6306,0
5350576.22,203,7708,6085,676,1285,135,1555,10007,9263,5815,2028,0,676,3110,57268,7505,0
5350576.24,431,6900,5798,1246,1581,96,1533,20652,4504,1773,910,96,527,3019,58505,3115,0
5350576.29,381,9403,12706,2922,1779,508,4066,14231,18933,5083,1779,508,254,2160,39263,9276,0
5350576.31,1799,21465,31620,7326,6427,1028,7712,27249,7969,2571,386,1671,257,2699,19023,4499,0
5350576.32,995,11885,13717,2461,4607,471,3927,19005,15550,3927,3717,262,1361,2094,33298,9005,0
5350576.33,1397,21756,33134,5988,7585,0,4990,24351,6786,5589,0,0,1198,399,12774,3992,0
5350576.34,1975,13992,13169,2963,3292,412,2551,13169,24362,5514,2387,247,1070,1564,32428,6831,0
5350576.4,0,3643,2701,691,1005,126,377,4146,8606,3894,3078,188,1319,2701,70352,5653,126
5350576.41,488,9035,6593,1770,2198,183,2320,10317,18010,3541,3053,366,672,2625,44139,11477,122
5350576.42,911,9311,9469,2021,2892,277,2932,11094,16601,5151,3328,357,1387,3249,44572,10063,0
5350576.43,1084,9760,8908,2556,2711,775,3950,13013,16809,3873,2479,852,620,2324,43610,6894,0
5350576.44,2151,12724,12903,2867,2509,0,6989,14875,16129,6452,2688,717,1254,3226,36380,7527,0
5350576.45,721,8108,5045,1261,1441,0,1441,9009,14234,3604,2342,721,1982,2703,55495,6306,0
5350576.46,183,10165,4945,1282,1190,0,1190,8150,7601,4304,2015,183,641,1007,63828,7784,0
5350576.47,251,4637,2381,251,627,0,877,7393,10150,4386,2256,251,0,1128,71303,4261,0
5350576.49,1410,10033,6302,1907,995,166,2322,11277,18408,7131,3566,0,1078,2570,42703,7380,166
5350576.5,445,9644,7641,1335,2003,445,2893,11128,18398,5490,4006,371,1039,1855,48813,6602,0
5350576.52,673,10008,5551,841,1430,168,2187,9251,21447,4205,3701,0,1093,1850,41968,10429,168
5350576.53,229,8257,5734,1835,3096,0,3899,11812,16743,6537,3899,0,803,2408,41628,12271,0
5350576.54,0,3974,2539,221,993,442,773,883,11810,5077,5188,221,3091,662,65784,5519,331
5350576.55,226,6396,2709,301,752,0,1053,3988,9180,3762,2709,376,527,2182,68849,6471,0
5350576.56,191,6701,2106,702,319,0,255,6063,9190,3318,3318,191,3063,3765,65858,3701,0
5350576.57,745,7303,7601,2235,1639,0,1043,15201,7303,5216,1788,298,1937,4173,53949,5365,0
5350576.58,0,7670,3103,527,1054,117,820,4977,10773,2518,4098,176,410,1522,63700,7611,0
5350576.59,229,4809,2061,611,1069,0,229,3130,9771,5115,1069,534,840,1374,70305,6031,458
5350576.6,239,5383,1196,478,0,0,718,2512,6400,2333,3110,239,778,4665,73864,4007,0
5350576.61,453,7518,1585,498,815,91,408,5752,5842,5299,4393,0,996,9284,63043,2446,91
5350576.62,214,3701,1708,356,641,0,427,4199,8541,3630,1637,0,783,8826,68256,3915,0
5350576.63,0,6739,2556,155,1084,0,1394,3021,6119,3563,2943,0,310,8211,68319,4338,0
5350576.64,291,5811,2905,639,930,0,988,6566,7031,3719,1627,0,813,4126,66822,7263,116
5350576.65,0,4671,1486,637,0,0,1274,5520,8493,2123,3185,0,1699,12527,60297,6157,0
5350576.66,379,4776,3791,531,1213,152,910,4246,8264,3260,2729,379,986,4321,69447,4170,152
5350576.67,124,6675,2781,247,247,0,680,3646,13226,3956,3894,247,1607,1174,67244,3028,494
5350576.68,309,5144,8333,1543,1749,206,1337,8333,9877,3498,1337,0,926,2881,65638,5247,0
5350576.69,0,6790,3269,754,1090,0,1006,3521,9472,3018,2515,0,251,3269,70327,5784,0
5350576.7,264,6588,6166,817,2240,105,2029,8801,11700,3900,4111,501,1238,3109,54203,9117,105
5350576.71,596,5345,3578,788,1065,128,2513,6537,8198,2491,1022,767,660,3876,64246,9859,64
5350576.72,863,6253,8302,2372,2102,377,8410,8302,5283,1725,701,1509,863,4313,52561,10243,162
5350585.02,1861,17233,20955,3641,7282,971,6715,52589,1942,3641,0,566,162,2670,12298,3155,162
5350585.03,1862,23464,35196,5400,12477,1210,8101,46555,2700,3259,186,186,0,1676,2421,1397,0
5350585.05,1109,21691,36383,6029,11157,1109,10672,47817,1802,2911,277,208,208,1455,2148,3188,139
5350585.07,1283,20670,39986,6201,14540,2495,11190,29366,1568,2067,143,0,143,499,10691,1853,285
5350585.08,1312,19554,43045,6955,15354,2887,10761,35302,2100,1575,0,0,787,2493,4331,2231,525
5350585.09,1616,20916,34201,5206,8169,1346,7810,58079,1706,1077,0,359,180,1526,180,2603,0
5350585.1,1302,13018,19290,4260,3314,1065,8994,66036,3077,2249,0,0,0,2012,2367,2722,0
5350586.01,1171,14670,21927,3980,6321,468,4643,23800,7062,2458,1756,117,585,2653,33320,6321,663
5350586.02,3831,26820,51916,10345,12644,2107,15134,18774,1533,2490,0,1149,0,766,5172,958,383
5350587.01,2538,24958,49323,9137,15736,2030,10237,23350,846,2538,0,0,254,1015,5415,2284,254
5350587.02,3185,29572,61601,7734,17197,1729,11920,13376,2366,1183,0,182,0,1092,4186,1638,182
5350590,4167,37917,56667,11146,17604,938,7292,8333,1979,1771,417,0,313,313,1458,3021,417
5350591.01,2936,37784,59848,9375,14678,2273,9943,13826,1705,2178,189,0,284,852,1705,3314,473
5350591.02,3910,40274,61779,10068,17302,2835,10655,12023,2542,587,0,293,0,1466,587,2248,196
5350592.01,4646,35693,59587,8776,17257,1549,9808,11283,2950,1549,664,0,0,1180,2876,2655,442
5350592.02,3843,38980,61804,10431,15373,2118,11451,14980,1020,1725,471,314,0,1020,314,1882,392
5350593,2688,29690,53653,5435,15839,1870,12800,18118,1812,1403,468,175,175,935,3916,2046,468
5350600.01,1349,21349,56190,9286,15556,3254,12143,12302,873,1032,0,1190,476,2143,5397,11667,159
5350600.02,640,15565,26297,4193,8102,2274,12296,20611,5828,2488,498,1990,640,7818,11230,19687,0
5350601,1429,22619,47262,10238,18095,2976,17381,15595,952,3095,238,0,357,3333,6310,12024,476
5350602,875,20131,59847,9300,15864,3611,9628,16302,1094,1969,438,1532,766,2188,4376,6674,0
5350603,2838,17123,39139,8121,14286,3523,12427,17319,3620,1566,685,881,1174,3327,4501,15264,294
5350604,980,19853,64216,9069,13480,4902,11765,10539,735,1716,0,490,1225,2696,3676,4657,0
5350605,630,19958,56303,8403,18277,2731,12605,14076,1681,1471,0,1681,630,3782,3571,5042,0
5350606,1084,15665,34581,6601,9557,2069,10443,33005,1675,2660,1379,197,1478,6700,6207,7389,197
5350607,2200,22335,47208,9814,10660,2200,11337,25719,3046,1861,0,508,338,3553,7276,6091,0
5350608,973,21206,37549,6226,14008,1946,12062,21984,778,1362,389,389,584,1751,5642,14008,0
5350609,534,23843,46441,9075,17438,1957,10142,15658,1423,2669,712,534,0,4270,6940,5872,890
5350610.02,958,17982,40079,6483,11838,2988,13247,19899,2480,3664,846,3946,902,3551,7835,10203,169
5350610.03,1643,21249,55860,8762,15334,3067,10843,13801,876,1424,0,219,0,3834,3943,4272,329
5350610.04,1658,24378,63184,11111,18242,4146,11774,15589,829,829,0,995,1161,3151,2156,4809,498
5350611,1898,23976,51648,7393,13886,2697,16983,22078,3297,1998,0,300,599,1898,2597,6194,799
5350612.01,,,,,,,,,,,,,,,,,
5350612.03,960,18080,39440,7360,11040,1200,12400,17600,2800,3440,800,1760,640,4560,10160,13520,0
5350612.05,2426,19931,47660,9359,11092,2426,13778,18718,3640,2946,953,953,867,6239,3813,7626,173
5350612.08,829,13272,26820,4055,10323,1567,11521,21843,2212,2212,369,1659,0,8295,18802,15023,276
5350612.1,,,,,,,,,,,,,,,,,
5350612.11,2752,17025,37661,9028,11522,1634,15133,24936,2837,3783,602,516,688,6019,7051,11092,258
