S_CTUID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5350400.07,3316,3397,9502,12066,9502,47059,22021,2.7,62989,96045,19139,56322,56522,30435,13043,92.1,75.4,7.8,96213,42880,5.9,5.7,74507,4097,1824,8815,2128,1672,304,608,304,1520,456,456,912,80243,92827,6751,0,82203,18220,5120,18675,25301,31024,9337,602,64264,12012,61.7,5.4,75850,12585,4422,45763,34915,18983,912,21277,52280,6991,12310,1672,11702,17325,2888,1672,0,0,1216,3647,2432,12006,304
5350400.08,2844,2771,8436,8260,8963,41652,32865,2.1,52823,132061,26068,45313,62963,29630,7407,82.3,63.7,17.8,45440,25429,21.5,15.7,76208,7692,6440,14669,2326,1610,1610,894,1252,1431,716,0,1789,65295,54615,45000,0,57529,42471,8333,22727,23106,22348,10227,758,49621,18939,54.1,5.8,74561,12281,7456,54386,29386,16667,1971,20072,38172,5914,10394,1434,8244,12545,3226,2509,0,358,0,2867,6631,19892,0
5350400.11,6259,6472,10144,13339,17252,46645,12620,4,59001,124601,10345,72185,53488,34884,11628,87.1,78.9,12.9,81335,24448,15,12.8,69409,12220,48482,33946,4712,2636,240,559,240,1118,0,0,2796,3674,89137,10863,0,67093,33227,17867,27954,17147,22190,5187,288,33429,20893,57.5,8.1,70313,17188,1736,43576,35938,20660,160,4153,1518,0,319,0,399,3275,4553,2236,479,240,719,3115,48642,38099,0
5350400.12,6829,7219,8419,10469,13982,48829,18302,3.1,59866,115708,15304,64183,58065,32258,8065,88.9,75.3,11.1,80933,32704,12.1,9.4,75454,9296,7044,44735,4938,1816,581,1235,1017,436,654,654,1670,33696,89933,10291,0,71236,28764,10290,25858,20976,24934,7388,1451,45718,18182,56.9,7.7,75714,14444,3016,40317,37619,22063,363,7625,15396,2251,5229,654,2760,17139,5955,1452,145,581,0,2614,7698,49964,0
5350400.13,6678,6233,12509,15805,15880,46067,9663,4,58752,124089,12217,76490,50980,35294,13725,84.9,79.6,15.2,68352,29419,20.1,15.5,63221,12509,63623,21257,4192,1796,225,674,599,1347,0,0,1422,2844,82121,17879,0,57273,43030,20140,29091,17203,20559,6154,420,29330,21508,56.8,9.4,73540,15808,2234,42024,37050,20755,300,5393,1573,0,150,0,225,1273,3296,1348,599,0,1124,2472,62697,24494,0
5350400.14,6116,6328,10303,10384,17498,46280,15454,4,56964,131366,17149,68683,55738,36066,9836,83.8,73.7,16.2,75497,24576,15,14.1,66639,17171,37449,43336,8340,2289,164,654,164,1554,164,164,654,3598,85294,14706,0,63072,36601,21733,32599,16300,17768,3671,0,29075,16446,53.4,9.6,67910,18284,1679,37570,40187,22056,0,3598,1472,409,491,0,164,3434,7195,1063,245,654,981,2453,37858,47588,0
5350400.15,4629,4739,10475,13607,9611,48380,17819,2.9,64935,92200,18519,61538,60000,26667,10000,92.7,75.2,7.3,97606,48576,7.2,5.7,72138,7235,7120,17044,2265,3020,647,1294,647,755,324,539,0,63215,95223,4459,0,83121,17197,4321,19547,22222,32716,10905,1029,58436,17490,61.8,5,78641,8252,4126,47932,36983,14842,1402,17260,41640,6580,9817,1726,9924,14887,3020,1510,0,863,1294,4854,7659,24703,216
5350400.16,5388,5586,9369,16419,13544,48330,12059,3.7,63657,103014,9317,73188,57576,39394,6061,92.8,81.6,7.2,105033,34432,7.5,6.2,71058,6494,35807,23655,3711,4638,464,1577,1020,186,557,0,1206,25417,98616,1730,0,75433,24567,8103,24828,17069,29655,6724,862,45000,21897,60,8.6,78601,12963,1029,42181,39095,18930,371,7236,7328,835,2226,278,1299,18924,3896,2505,464,1670,186,835,35250,31725,0
5350400.17,4679,4825,12179,13462,16346,46047,12179,4,57161,129385,16717,73684,56410,28205,17949,83.2,76.2,17,65248,26944,20.3,15.6,62420,19321,50000,31316,8174,3079,0,0,637,425,0,0,1274,4140,80335,19247,0,61765,38655,22139,32645,15009,15385,6004,375,24157,21161,57.2,12.2,65814,20930,2093,44988,39161,16084,0,4666,1803,530,212,0,0,3606,6893,1485,848,0,318,636,49099,35207,0
5350400.18,2507,2604,10379,11178,17166,46108,15170,3.6,55425,134468,21164,67568,65517,20690,13793,79.9,73.1,20.1,57056,17757,21.8,18,60202,20404,34141,41010,6869,2020,1616,0,404,0,7071,0,2222,4040,66423,34307,0,63504,37226,27306,29520,17712,14760,2214,738,28782,14391,54,8.7,61321,26415,2358,34906,38208,26887,607,5870,4656,810,405,0,0,3036,7085,2227,607,0,405,0,35223,50000,405
5350400.19,10048,7253,15630,13589,9657,49627,11448,3.2,63777,93408,19107,71036,52326,37209,10465,93.4,86.6,6.6,88299,52416,9,6.7,63925,8954,19990,27382,3800,5518,1249,573,989,781,312,416,1041,33420,86985,12850,0,70462,29538,6147,19266,19633,36697,8349,550,53529,21082,69.4,5.1,73712,15987,2897,32403,44099,23391,1041,11609,20354,4164,6299,781,4685,13951,4217,3071,781,677,885,3436,21395,38365,0
5350400.2,4250,2668,18139,11779,12014,51355,6949,3.6,67752,83753,16268,73239,48148,37037,14815,91.9,86.5,7.9,91546,45184,11.1,8.4,65063,8247,24170,45475,5842,6529,916,687,802,1718,344,0,1833,8362,94142,5858,0,65690,34728,7490,23077,18421,33401,7490,810,49493,20081,64.3,10.7,76093,16195,514,32474,39433,28351,344,8362,4811,1604,1489,458,573,5613,6529,4811,1031,458,1145,3436,25544,55899,0
5350400.21,2102,2047,16905,11190,10238,52619,8571,3.5,69350,76339,16327,72222,60000,33333,13333,91.2,86.2,8.7,85419,45184,11.7,6.7,64975,9391,29262,41730,3053,6616,1018,0,763,0,509,0,0,12977,91736,8264,0,66116,33884,10638,20426,22128,29787,5957,851,43590,25641,63.8,8.9,80663,11050,1105,32418,46703,20330,1018,5852,8906,1272,4071,0,763,8142,3817,2799,0,763,509,763,30280,54453,0
5350400.22,9623,8586,16112,15073,11279,48337,9200,4,66140,91070,10163,76874,53704,27778,18519,91.1,84.6,8.9,98731,40320,8.7,6,64813,6913,56081,13254,6653,3846,156,1455,1403,2027,0,156,2027,10915,92872,7128,0,67857,32143,10174,21802,20349,29457,8236,484,43508,24612,63,6.6,76450,13805,1508,34959,41696,23229,572,6861,3586,780,1455,208,1091,5353,4054,3326,1040,988,1663,4470,55665,19647,312
5350400.23,8556,8626,12157,15020,15313,47049,10403,4.1,63009,104152,11591,75663,49057,39623,13208,88.8,80.5,11.2,83763,24384,12.7,9.6,65926,11338,60666,16774,2805,4150,468,117,351,1520,0,117,2922,8475,92308,7692,0,60628,39372,13441,26344,19355,23441,6882,430,33333,26882,60.9,8.2,69084,17939,1908,41274,39873,18981,0,5845,5319,701,1169,234,468,5903,3039,2922,468,0,409,2981,58854,22560,0
5350401.04,3305,3605,7413,8775,14221,49168,20877,3.4,56997,127844,17460,61635,59375,34375,6250,83.8,70.4,16.1,75776,26432,12.7,13.9,71384,15086,11820,59565,5443,3266,0,1400,0,467,0,311,622,14774,89119,11399,0,74093,26425,16758,26923,21703,20604,5220,549,39118,17355,56.1,7.8,69831,15932,2712,46780,35593,17627,0,3733,5599,1089,933,0,1089,9331,5599,1089,0,467,0,3577,12597,64230,0
5350401.05,2424,2164,8247,8247,19794,51959,11546,1.9,53132,148908,25123,45631,82857,14286,5714,92,83.1,8.1,40986,35648,38.8,31.8,57294,33404,9725,73996,423,846,0,846,1903,1057,1480,634,423,7822,66255,34156,0,39669,60331,7120,22330,18770,30421,13269,971,42903,27742,54.2,9.1,69082,17874,6280,54369,31553,14563,423,3171,2960,846,1057,0,1480,2114,634,423,0,634,1057,3171,9302,79704,0
5350401.06,4891,5246,7771,13804,12986,47137,18200,3.3,63152,103565,10323,66284,60000,28571,11429,93,74.9,7,97485,35200,15.2,12.2,70783,12450,4418,64458,1807,803,0,402,201,201,1205,201,0,25402,95000,5333,0,73244,26421,5437,16117,17282,33010,14757,1553,51456,26990,55.4,6.1,72379,15345,4348,44898,37755,17347,301,4418,11948,1908,3112,502,3313,8434,1807,402,201,0,0,4217,5321,67369,0
5350401.07,4112,4374,8759,13990,10219,43674,23479,2.8,60863,104492,15129,63861,57143,39286,7143,93.2,71.9,6.7,86443,30752,14.2,10.3,70151,10076,3023,34761,504,1134,0,378,0,1134,1511,1511,0,54534,87365,12996,0,69343,30657,3553,19036,14467,39340,12183,1777,56599,20812,57.7,5.9,76677,12780,639,51438,33227,15655,882,14232,35264,5038,10327,2141,7935,11965,2267,0,0,756,0,2897,4408,39924,504
5350401.08,3345,3489,10164,15845,11061,47384,15546,3.2,66120,91736,14516,70621,52174,34783,4348,95.2,73,5.1,104576,50688,15.4,13.2,63441,17051,5991,49002,0,461,0,307,307,922,768,0,307,40707,95652,4348,0,69565,30435,3499,14286,16618,36443,16327,1166,50292,32456,57.5,7.2,81526,10040,4016,44578,36948,18474,614,8141,27343,4608,7220,2151,7220,8602,1536,768,0,0,307,2458,6605,51152,307
5350401.09,8404,8906,7436,13861,14575,48067,16181,3.1,61343,111844,13274,65421,62338,31169,6494,92.4,75,7.6,73552,33088,20.6,17.3,68534,16031,7633,74478,1073,1312,358,1133,119,179,596,239,358,10733,86472,13711,0,62915,37085,6638,18063,15452,33841,13711,1959,43743,31774,53.3,8.4,75857,14605,2086,46349,33234,20715,119,3576,4470,596,1311,238,894,5304,1013,596,119,954,179,1907,7986,77414,0
5350401.1,4723,5084,7619,12698,12487,49630,17566,3.3,64469,97917,10309,67188,61290,32258,3226,92.9,76.2,7.2,95598,39744,12.1,8.3,73718,9188,8004,64568,1921,640,320,1281,854,640,961,213,213,17289,94932,5068,0,74915,25085,5524,16000,16190,38476,13143,2095,50570,27757,58.1,5.8,75529,13882,2588,50824,31765,16706,0,6403,7364,1387,2668,534,2348,7684,3415,213,0,1174,640,1921,8431,69691,0
5350401.11,6784,7061,9801,11570,16581,47900,14001,3.8,58435,125744,13180,71779,52727,32727,14545,86.7,76.5,13.4,76195,31328,14.5,13.2,68586,13776,37856,41940,5981,2115,146,1240,1678,292,0,0,1313,5835,87955,12045,0,66292,33427,18424,25667,20966,20584,5210,508,38628,17408,55.9,10,71405,16013,1471,41503,41503,17157,219,5466,3426,656,948,0,510,4810,6050,2770,0,0,656,1749,37464,46647,0
5350401.13,6440,6434,10947,9084,16693,48991,14441,3.6,56740,127929,21519,66892,59701,31343,8955,83,72.9,17,62976,25664,20.9,20.2,61544,23323,18501,64247,2888,4684,468,156,703,390,390,156,1015,5152,85876,13842,0,61756,38244,31139,29218,14678,14266,2332,412,27435,12071,53,9.5,61749,21494,1821,44000,38909,17091,234,2964,3276,234,468,0,0,3276,4134,780,0,0,0,2574,18643,70515,0
5350401.14,7822,8267,8504,12660,13939,48721,16240,3.5,65011,97035,9979,66125,60465,30233,9302,93.1,77,6.8,99648,38208,11.3,9,71639,10883,6082,58131,1601,960,0,1472,768,832,256,128,960,27081,95354,4425,0,76940,23282,6206,21311,16745,33958,11710,1171,48946,23536,57.6,6.8,74538,14367,2134,41821,38976,19061,128,8515,14149,2817,4225,1344,3905,13444,2369,960,256,1472,384,2497,5954,60883,320
5350401.15,2759,2819,8152,9783,8696,43116,30435,2.4,60825,101695,17895,52055,65000,25000,5000,86.4,56.3,13.6,66987,43904,12.2,8.9,76417,10603,4753,33821,3108,3839,548,1463,2194,0,0,731,0,48629,88696,11304,0,75758,24242,5512,24803,20866,26378,9055,0,42520,27165,49.2,7,72770,12676,6573,46226,34434,18868,365,10949,26277,4380,5839,1460,6387,14234,4380,1825,0,0,547,3102,4197,41606,365
5350401.17,3510,3723,6980,9544,16097,47578,19801,3.7,58427,121703,15504,63006,62500,31250,12500,86.7,69.3,13.4,79718,26560,12.5,11.7,70198,15678,22458,53672,2401,1977,0,1554,0,424,565,0,282,15537,91667,7813,0,64398,35079,19701,32668,15461,20449,3741,748,30923,16958,52.8,5.8,72697,11184,2961,49013,35526,15461,0,3244,1551,564,846,0,846,11283,2398,423,0,0,0,5219,22426,56700,0
5350401.18,6141,3452,8469,6107,21906,49756,13599,2.1,53804,142419,25397,43682,71212,24242,3030,90.5,78.4,9.5,47653,37728,29.1,24,66395,22783,7567,62815,4068,814,1058,1709,1139,1139,1871,163,814,14646,54215,45785,0,47927,52239,7731,23447,17871,31559,10139,634,50951,17871,59.5,9.8,75667,14333,4333,55000,31333,14000,325,4963,8462,1546,2360,163,2116,6184,4231,1790,244,1221,407,3173,7893,68023,0
5350401.19,6820,6842,9824,9238,15469,48314,17302,3.5,57761,122761,22490,60692,59494,32911,7595,82.4,69.9,17.6,62656,24896,22.7,22.2,63893,20767,7531,72194,4272,4272,0,1303,1738,0,145,217,507,6589,88579,11421,0,65473,34783,31074,29668,13171,18542,3325,0,25543,13665,48.9,12.3,66488,19430,2852,44286,37857,18214,290,3621,3331,941,1376,0,507,4345,4634,652,362,797,0,2100,7314,78856,0
5350401.2,4453,4846,9652,11448,15825,48373,14703,4,58498,123423,16190,68246,56098,39024,9756,84.6,74.5,15.5,72243,28096,16.4,15.3,68985,14253,22717,61301,2169,3082,457,0,2055,913,0,342,2055,2283,88889,11111,0,66667,33333,27912,29518,14458,19478,2610,0,27912,14458,52.9,9.3,67460,19048,1587,39947,38889,21429,0,4105,2509,0,342,0,684,2965,3193,1710,0,0,0,1482,23147,68073,0
5350401.21,2920,3141,9247,10788,16781,48630,14897,3.9,55666,137143,15695,69173,57576,30303,12121,85,75.8,15,70272,24597,17.6,16.6,65385,17224,17559,68729,1171,3344,1003,0,1003,0,502,0,1003,3010,82993,17007,0,71918,28767,24179,34627,14328,17015,3284,0,27761,13731,55.7,7.2,68539,19476,0,46816,37079,16105,0,1338,1338,0,0,0,0,1672,0,1003,0,1003,1338,502,18562,75251,0
5350401.22,8579,7854,10256,10897,12879,47844,18182,3.3,60648,106932,17483,65700,56338,33803,9859,88.1,78.3,11.8,69702,25472,19.2,15.8,64663,17122,9957,72313,1396,2064,486,425,789,850,1396,121,182,7347,87071,12727,0,63360,36640,15213,25851,16489,26489,7447,638,38191,20745,54.3,8.4,72399,15173,2890,45310,37374,17460,182,3519,3701,546,1214,303,728,4308,850,728,0,121,1153,1942,10012,77852,0
5350401.23,1946,2096,8483,11054,16710,45244,18252,3.6,60534,113725,14925,63918,58824,29412,11765,89.9,71.4,10.3,91648,32576,11.9,11.6,74799,13137,23861,46113,4290,2681,0,1340,1340,1072,536,0,2145,15550,95413,4587,0,65138,34862,8780,22439,20488,22439,9268,1463,46078,22549,54.7,7.7,79141,11656,1227,47239,33742,19632,0,3495,4301,0,1613,0,1344,12903,5108,1882,806,2151,538,2419,23656,50806,0
5350402.01,2465,2586,9331,10953,10953,48884,19878,2.9,64455,94118,17333,59701,58333,29167,4167,90.2,77.4,9.9,83822,47296,10.3,7.3,73499,9110,5602,29253,4357,1245,1867,1452,0,4772,2697,1245,0,46058,80588,18824,0,79290,20710,2353,15294,19608,32157,14510,1961,51563,30859,61.6,7.9,74026,18182,1732,45455,34632,20346,415,9751,21162,2282,4357,0,19917,8299,3320,4357,0,622,1037,8714,6017,34855,415
5350402.02,5455,3350,8524,9991,16774,52521,12466,2.5,57668,126412,20099,55894,69388,26531,6122,92.5,68.6,7.5,47840,25696,32.6,29.2,57850,31589,4579,14019,1682,5981,280,1589,467,25607,13551,280,280,29813,53425,46575,0,44266,55734,5075,15970,15970,34328,13881,2388,37220,41854,57.5,6.9,62118,28717,4073,43788,39919,16293,0,7009,11869,2804,3832,561,6262,8879,2056,654,0,935,187,32056,5140,35327,0
5350402.03,3177,3130,6132,10692,9434,41824,31761,2.5,56050,120317,22672,53378,65625,28125,6250,90.1,64.7,9.9,71526,41088,12.9,9.3,77966,7458,1695,9153,4576,2034,1017,847,0,8136,3220,339,0,67966,87137,13278,0,68050,32365,2545,15273,15636,33455,13818,3636,51273,30545,54.7,4.1,65726,22984,4839,44355,32661,23387,1695,10678,25932,4746,7288,1695,23898,13390,4746,1186,0,1186,678,15593,1525,15085,508
5350402.04,5061,5231,8498,11462,10178,48024,21838,2.8,65057,92049,16118,59058,69444,30556,5556,93,67.7,7.1,89728,48282,10.3,8.3,75049,8219,7045,30431,1370,1859,1663,881,1076,6556,4305,489,196,42172,92562,7438,0,73481,26243,1845,15314,15314,38007,16052,2214,47417,35609,58.5,7.4,67416,21348,4045,40000,40899,19551,294,7926,17025,2446,4305,685,13112,9393,2055,2838,196,881,1174,11448,7143,39922,0
5350402.05,2005,2137,7731,9975,11721,41895,28429,2.8,66193,88841,10084,53097,57143,42857,7143,95.3,56.2,5,117568,65792,12.7,10.7,77468,10127,5823,23038,506,506,0,0,0,12152,2785,0,0,54430,97143,2857,0,71429,27857,2762,15470,8840,43094,9945,3315,55801,26519,54.5,4.4,80690,14483,1379,56552,32414,11724,0,8101,15190,2025,6076,0,20253,12658,506,506,0,1013,2785,20759,4304,25823,0
5350402.06,6031,5840,7788,11599,12676,48716,19138,2.5,53964,138584,24689,58029,61842,31579,6579,88.5,68,11.6,54352,29888,21.7,17.3,66149,17907,2453,10139,2208,5805,3516,818,899,10957,7441,1554,327,51186,55858,44351,0,55649,44561,7154,20091,18265,30441,8676,2435,36530,36225,55.5,6.6,64218,24859,5273,46516,38606,15066,409,10711,18643,3352,6214,1308,19215,11365,1881,4334,164,1145,164,17089,2371,27637,0
5350402.07,2054,2130,10462,9732,10219,46959,22141,2.7,63429,95045,22835,57798,60000,35000,5000,89.5,71,10.6,81562,45952,8.3,7.1,73383,9204,4963,17618,1241,0,744,0,496,14640,5955,496,496,50868,88079,12583,0,75000,24342,5213,20379,21327,28910,11848,0,48585,25943,58.2,4.8,71429,18857,2857,41143,37143,20000,746,15174,29602,1493,8458,1244,11443,6965,2985,1493,498,0,0,19652,5224,25871,0
5350402.08,6194,6446,7512,9370,10743,45719,26737,2.7,66606,84753,16438,53521,64444,28889,4444,90.4,68.4,9.6,80448,37589,15.8,12,75687,10339,7183,27845,323,1453,969,969,404,13317,5327,161,242,41162,88571,11209,0,68212,32009,2576,16425,13849,38325,15620,1449,41707,39291,52.6,7.9,74375,18333,1458,41250,41667,17083,162,6785,8239,1454,4362,485,21729,5412,646,2181,0,565,2100,19790,7351,36107,0
5350402.09,3699,3744,8796,11637,10284,46008,23275,2.5,60190,106299,22222,57447,65714,25714,5714,89,67.2,11.1,68445,41088,15.8,12.9,72427,12665,3166,9367,923,2902,923,0,528,11873,4090,792,660,63456,66438,33904,0,65292,35052,3866,18299,18299,36082,10052,2577,48196,29381,59.3,5.2,68182,20000,7273,43939,37879,18485,1055,12797,31398,4090,7520,1451,17150,12929,1319,1715,0,1319,792,18206,3562,18602,0
5350402.1,3632,3725,10591,9078,11279,54058,14443,2.6,60454,109651,22541,59563,68421,26316,2632,91.6,81,8.5,74212,42368,12.9,9.6,71721,11612,4093,25512,4911,6958,1774,546,1091,3820,6139,273,1091,41201,86121,13879,0,70107,29537,5804,18750,16071,37054,11830,2232,45759,29911,67.6,7.6,71204,17801,3927,44241,39005,16754,820,9153,16667,2322,8607,1093,15164,14344,4235,3552,410,410,1093,7514,4098,42623,410
5350402.12,5937,4464,7420,5228,15093,54975,17201,2,55628,130769,26681,42199,76812,21739,2899,90.3,80.6,9.8,46048,37427,31.5,24.9,68896,21237,4933,63796,1505,2258,585,836,1254,8863,3261,334,334,9615,74182,25818,0,49050,50950,6275,20523,16340,37124,9542,654,47320,25882,59.4,6.2,73854,14941,4754,53820,30900,15280,0,2929,3515,1088,2008,167,2594,4017,1757,1423,0,1004,167,11130,5272,73054,0
5350402.13,4965,5264,8056,9970,12387,46828,22860,3.2,69319,80033,9023,58983,65217,30435,4348,93.7,71.1,6.3,119552,40576,7.7,6.3,77543,7553,11178,36153,1309,1007,201,1511,302,5942,2820,0,504,38167,97152,2532,0,80696,18987,2857,10095,12190,43238,16381,2286,55810,31238,59.3,6.2,74444,14444,1778,45111,36000,18667,504,6344,7251,705,4431,302,20443,5539,1511,504,201,1410,1813,12588,11078,40886,302
5350403.01,7585,8143,7647,13909,15953,48253,14305,3.5,58828,125226,11275,70241,54412,35294,11765,93.3,72.8,6.7,92416,23808,15.3,11.9,74406,8773,12335,57718,3232,528,726,1385,264,1121,330,1187,132,19063,85847,13921,0,67907,32093,6595,20863,17266,34053,9832,1079,46339,26170,57.3,5.8,76563,13906,781,46166,36620,17371,264,4749,4947,1253,2111,528,2243,11214,2704,660,792,1253,726,4551,12665,61214,0
5350403.04,4330,4257,12125,13626,11547,51039,11432,3.5,66904,87633,12931,72052,58621,31034,6897,93.2,85.3,6.9,90778,33920,11.8,8.4,66934,12014,11098,72426,801,572,229,1945,1373,1487,686,0,229,6636,97166,2834,0,70732,29675,6982,16838,14784,41068,10883,1848,50924,25257,59.7,8.5,75065,16623,1558,37403,37403,25455,0,2403,1716,458,915,801,1602,3432,686,343,229,1831,0,2632,11327,75973,0
5350403.05,4155,3395,13718,15764,9988,50181,10590,3.3,69659,77333,14286,68950,50000,45833,4167,96.4,78.9,3.7,105792,53120,14.2,10.8,60071,14573,6643,57414,356,1542,237,1305,0,0,356,1186,356,28470,93774,6226,0,66148,33463,2889,14444,12222,42889,14222,1333,58758,23503,60.2,5.1,78916,13855,1807,38554,36747,25000,948,9716,18128,4265,5213,592,2725,7820,1540,1066,0,592,237,1303,6872,62441,0
5350403.07,12001,7222,13167,15333,11250,50917,9292,3.4,66315,87978,16771,73191,62887,29897,7216,92.5,82.1,7.5,79300,30443,18.7,14.4,58875,17250,9045,74156,1125,1709,125,1125,1000,1125,250,292,792,6878,93089,6770,0,55870,44130,9905,19149,18195,32502,10565,880,41336,29589,60.7,7.1,75776,15916,901,38839,38038,23223,0,3292,3042,542,1250,250,750,3792,2250,958,0,792,708,2375,9000,78542,0
5350403.09,5012,5118,9372,16750,13360,49850,10867,3.6,62395,106334,13376,76285,59459,29730,10811,92.2,84.9,7.8,82688,28224,16,12.8,65868,13174,9281,81337,699,1198,898,0,0,200,0,0,399,3792,95714,4286,0,64643,35000,9353,19604,18345,32914,8813,1439,40395,30341,56.9,8.7,75632,17471,1609,38851,38161,23218,0,3397,899,0,300,0,599,3197,999,899,0,0,0,899,9590,84316,0
5350403.1,5609,5051,12478,16667,11141,49822,9982,3.5,65398,93151,15534,75445,53191,38298,8511,92,85.6,8,77970,39552,16.3,11.2,58519,17930,13916,66905,2855,2409,178,1249,803,892,446,0,357,7761,88545,11455,0,66667,33645,7630,19968,20617,32955,10390,1461,41789,30569,61.4,6.8,70624,17706,1408,32797,40644,26559,357,4282,3033,803,981,0,714,5709,2855,1160,446,1070,1160,1873,14719,71365,178
5350403.11,10620,7311,14642,14171,11441,50000,9793,3.6,66667,87432,14828,73840,54054,33784,12162,91.3,85.3,8.7,83275,34432,13.7,10.7,60593,15160,17938,62853,2401,2778,141,1412,1083,942,330,0,706,5932,94854,5146,0,61274,38898,11402,21959,19003,28970,9966,760,41589,25190,61.2,6.7,75705,16377,1193,31853,43662,24377,94,3580,2402,1178,754,141,801,4522,2685,377,0,1130,1507,2685,18794,68912,0
5350403.12,9490,6699,16122,14015,11170,49526,9168,3.7,68603,80242,13216,73499,57407,31481,11111,92.3,86.9,7.7,95440,42624,10.1,7,62922,10601,30416,39114,2741,4744,211,1950,1002,896,474,158,1212,13759,96146,3854,0,68015,31792,10192,19038,16058,35192,8173,577,48365,22500,68.1,6.1,74201,16428,1764,30871,43550,25579,211,4428,5588,949,1160,211,1529,10596,4586,1581,264,1740,0,2530,29942,48023,0
5350403.13,6334,6377,11839,11050,9392,43962,23757,2.8,63244,92868,17232,58879,61702,29787,6383,88.1,66.7,11.9,77824,47360,10,7.8,70673,10096,23478,28205,4167,4888,481,1282,1122,641,881,240,2163,30128,92551,7223,0,70975,29252,8199,18810,21704,31511,8199,482,44767,28502,55.5,4.9,72626,16201,2048,32588,42458,25140,801,7692,18189,2404,4407,801,2724,10497,5929,1522,0,1042,1282,2885,25000,37260,0
5350403.14,10117,6810,14137,14335,11567,49283,10677,3.5,64828,93617,15508,73800,56164,31507,12329,91.8,84.4,8.3,81847,39552,16.4,13.1,60599,16010,19102,57556,3441,2643,599,848,1247,748,499,0,1696,8030,88947,11053,0,60633,39192,9338,22756,17316,31006,9973,907,42520,25476,61.4,7.3,73318,17825,1233,36211,40247,23543,0,5287,4140,599,898,0,998,4888,3342,1995,848,449,1297,2594,19751,64289,0
